accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,associated_with_(not_categorized),grouped_association,subspecies,strain,sample_ID,total_filtered_reads_in_sample,description,solid_fluid,sample_type
MH355567.1,35217,1408,39,"0,163059280","1,73036e-01","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KX384958.1,35250,1805,22,"0,092877490","1,39417e-01","Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome",45659,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus B3,Human adenovirus B3,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
MH355567.1,35217,1382,17,"0,071976505","1,07832e-01","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
KX384958.1,35250,6360,100,"0,422649560","3,85443e-01","Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome",45659,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus B3,Human adenovirus B3,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MH355567.1,35217,1379,12,"0,051330310","4,62966e-02","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
EF564600.1,35130,1316,19,"0,081475130","7,34844e-02","Human adenovirus 3+11p strain OvAd1, complete genome",459785,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 3+11p,Human adenovirus 3+11p,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
MF502426.1,35341,1924,52,"0,214856070","1,79170e-01","Human adenovirus 21 isolate OHT-006, complete genome",32608,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 21,Human adenovirus 21,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
KX384958.1,35250,1394,21,"0,089743590","7,25440e-02","Human adenovirus B3 strain T382/Ft Jackson South Carolina USA/2002, complete genome",45659,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus B3,Human adenovirus B3,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
MH355567.1,35217,2984,76,"0,323865740","2,62786e-01","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
FJ025910.1,35620,1193,21,"0,087905270","7,17905e-02","Simian adenovirus 35.2, complete genome",585090,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Simian adenovirus 35.2,Simian adenovirus 35.2,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
JN860680.1,35384,1201,25,"0,104501340","9,24990e-02","Human adenovirus 16 strain E26, complete genome",31544,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 16,Human adenovirus 16,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MF502426.1,35341,2921,51,"0,206643750","1,88928e-01","Human adenovirus 21 isolate OHT-006, complete genome",32608,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 21,Human adenovirus 21,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MH355567.1,35217,1015,25,"0,106538914","9,29376e-02","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
FJ025910.1,35620,1346,28,"0,111869186","1,02912e-01","Simian adenovirus 35.2, complete genome",585090,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Simian adenovirus 35.2,Simian adenovirus 35.2,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
MH355567.1,35217,5879,110,"0,457010870","3,44560e-01","Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,Humans,Human and other animals,Human adenovirus 7,Human adenovirus 7,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AC_000017.1,36001,1500,20,"0,117318906","2,94378e-02","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AC_000007.1,35937,2284,60,"0,247128840","8,84708e-02","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AC_000017.1,36001,13395,320,"1,329809500","1,38886e+00","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AC_000007.1,35937,12570,266,"1,103696800","1,15655e+00","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AC_000008.1,35938,6391,98,"0,398625220","4,26085e-01","Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 5,Human adenovirus 5,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
FJ349096.1,35758,10705,219,"0,893422840","9,56963e-01","Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 6,Human adenovirus 6,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AC_000017.1,36001,6908,155,"0,660790500","5,70785e-01","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AC_000007.1,35937,7862,155,"0,649341940","5,71801e-01","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AC_000008.1,35938,5745,86,"0,357633830","3,17249e-01","Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 5,Human adenovirus 5,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AC_000017.1,36001,3270,74,"0,304594000","4,59164e-01","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AC_000007.1,35937,2486,50,"0,203202280","3,10799e-01","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AC_000008.1,35938,2131,44,"0,170615850","2,73495e-01","Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 5,Human adenovirus 5,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
FJ349096.1,35758,1985,21,"0,084784320","1,31189e-01","Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 6,Human adenovirus 6,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
AC_000017.1,36001,3727,66,"0,276059240","2,49086e-01","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AC_000007.1,35937,1189,22,"0,092212250","8,31765e-02","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AC_000017.1,36001,1928,22,"0,090123010","7,44131e-02","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AC_000008.1,35938,2517,40,"0,167653960","1,35534e-01","Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 5,Human adenovirus 5,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
FJ349096.1,35758,1756,44,"0,179762970","1,49838e-01","Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 6,Human adenovirus 6,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AC_000017.1,36001,9811,213,"0,887618200","7,74585e-01","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AC_000007.1,35937,6162,93,"0,376784860","3,38801e-01","Human adenovirus 2, complete genome",10515,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 2,Human adenovirus 2,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AC_000008.1,35938,7324,144,"0,574326600","5,24581e-01","Human adenovirus 5, complete genome",28285,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 5,Human adenovirus 5,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
FJ349096.1,35758,6086,103,"0,415075270","3,77110e-01","Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 6,Human adenovirus 6,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
AC_000017.1,36001,1608,33,"0,138071460","1,01117e-01","Human adenovirus type 1, complete genome",10533,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 1,Human adenovirus 1,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
FJ349096.1,35758,1050,15,"0,063188046","4,62746e-02","Human adenovirus 6 strain Tonsil 99 prototype, complete genome",10534,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,Humans,Human and other animals,Human adenovirus 6,Human adenovirus 6,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AB746853.1,34978,1874,39,"0,163575290","5,90826e-02","Human adenovirus 8 DNA, complete genome, strain: Trim variant",31545,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D8,Human adenovirus D8,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
JQ326209.1,35153,13787,375,"1,566865700","5,65274e-01","Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 19,Human adenovirus 19,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AB448776.1,35215,10474,255,"1,063624700","3,83710e-01","Human adenovirus 37 genomic DNA, complete genome, isolate: 1991",52275,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D37,Human adenovirus D37,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AF108105.1,35100,7620,214,"0,911559340","3,23070e-01",Human adenovirus type 17 complete genome,46922,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 17,Human adenovirus 17,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
AB746853.1,34978,4911,160,"0,692115550","7,14742e-01","Human adenovirus 8 DNA, complete genome, strain: Trim variant",31545,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D8,Human adenovirus D8,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
JQ326209.1,35153,24374,1759,"7,334628600","7,81858e+00","Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 19,Human adenovirus 19,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AB448776.1,35215,18974,1277,"5,365036500","5,66614e+00","Human adenovirus 37 genomic DNA, complete genome, isolate: 1991",52275,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D37,Human adenovirus D37,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AF108105.1,35100,16912,929,"3,900543700","4,13555e+00",Human adenovirus type 17 complete genome,46922,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 17,Human adenovirus 17,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AB746853.1,34978,3777,80,"0,347335500","3,03215e-01","Human adenovirus 8 DNA, complete genome, strain: Trim variant",31545,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D8,Human adenovirus D8,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
JQ326209.1,35153,26985,1489,"6,254606700","5,61549e+00","Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 19,Human adenovirus 19,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AB448776.1,35215,19384,989,"4,166690300","3,72326e+00","Human adenovirus 37 genomic DNA, complete genome, isolate: 1991",52275,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D37,Human adenovirus D37,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AF108105.1,35100,17807,725,"3,073533500","2,73833e+00",Human adenovirus type 17 complete genome,46922,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus 17,Human adenovirus 17,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
AB746853.1,34978,2784,47,"0,198403580","3,00161e-01","Human adenovirus 8 DNA, complete genome, strain: Trim variant",31545,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Humans,Human and other animals,Human adenovirus D8,Human adenovirus D8,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
